facility_name,address,city,state,zip_code,phone_number,facility_type,type_of_care,regulation_status,capacity,serves_dhs_children,head_start,relief_nursery,qris_stars,location,lon,lat
,185 NE 39th Ave,Hillsboro,OR,97124-6818,5034823333,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"185 NE 39th Ave Hillsboro, OR 97124-6818",-122.9419797,45.5220861
,2323 NW 188th Avenue,Hillsboro,OR,,5037849806,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"2323 NW 188th Avenue Hillsboro, OR ",-122.8710836,45.5356883
Estrellitas Bilingual Childcare and Preschool LLC,1855 NE Kathryn St,Hillsboro,OR,97124-1919,5038055193,Certified,Regulated Family Child Care Home,Certified,14,Unknown,No,No,NA,"1855 NE Kathryn St Hillsboro, OR 97124-1919",-122.9629506,45.5389741
Shir Shir Child Care site 2,4125 SW 185th Ave,Aloha,OR,97078-1572,5039956031,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"4125 SW 185th Ave Aloha, OR 97078-1572",-122.8675261,45.4899199
Chiquitin Day Care,13945 SW Hazel St,Beaverton,OR,97005,5036464320,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"13945 SW Hazel St Beaverton, OR 97005",-122.8205076,45.4814675
,671 SE 33rd Ct,Hillsboro,OR,97123,5036485669,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"671 SE 33rd Ct Hillsboro, OR 97123",-122.948353,45.5149567
Learning Years Inc - Landmark,3120 NW John Olsen Ave,Hillsboro,OR,97124,5036900878,Center,Regulated  Center (not HS),Certified,103,Yes,No,No,NA,"3120 NW John Olsen Ave Hillsboro, OR 97124",-122.8794791,45.5424929
Sunflower Childcare,3295 NE 4th Ave,Hillsboro,OR,97124,4808618762,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,NA,"3295 NE 4th Ave Hillsboro, OR 97124",-122.9865705,45.5487031
Valley Christian Preschool,8060 SW Brentwood St,Portland,OR,97225,5032923537,Center,Regulated  Center (not HS),Certified,44,Unknown,No,No,3,"8060 SW Brentwood St Portland, OR 97225",-122.760264,45.490717
Pooh Bear Day Care,16875 SW Ivy Glen St,Beaverton,OR,97007,5032671701,Certified,Regulated Family Child Care Home,Certified,11,Unknown,No,No,NA,"16875 SW Ivy Glen St Beaverton, OR 97007",-122.8506067,45.4730919
Martha's Afterschool Club,14283 NW Harbor Ln,Portland,OR,97229-2380,5038042796,Center,Exempt Center,Recorded,8,Unknown,No,No,NA,"14283 NW Harbor Ln Portland, OR 97229-2380",-122.8236505,45.55493550000001
Faith Bible Christian School,16860 SW Blanton St,Aloha,OR,97078-1905,5036424112,Center,Regulated  Center (not HS),Certified,17,Unknown,No,No,NA,"16860 SW Blanton St Aloha, OR 97078-1905",-122.8503171,45.4895489
Bethany Child Care - Jacob Wismer Elementary,5477 NW Skycrest Pkwy,Portland,OR,97229,5036294905,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,NA,"5477 NW Skycrest Pkwy Portland, OR 97229",-122.8230793,45.5603695
Just Like Mom Daycare 2,564 SE 71st Ave,Hillsboro,OR,97123,5038109170,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"564 SE 71st Ave Hillsboro, OR 97123",-122.9070043,45.5156637
KCE Champions - Middleton Elementary,23505 SW Old Highway 99W,Sherwood,OR,97140,5038721337,Center,Regulated  Center (not HS),Certified,24,Unknown,No,No,NA,"23505 SW Old Highway 99W Sherwood, OR 97140",-122.8687434,45.3492256
Berry Bright Preschool,560 Columbia Blvd,Saint Helens,OR,97051,5033972750,Center,Exempt Center,Recorded,36,Unknown,No,No,NA,"560 Columbia Blvd Saint Helens, OR 97051",-122.8038372,45.8651438
Bottles N Bookbags Childcare,31618 NW Kaybern St,North Plains,OR,97133,5035021458,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"31618 NW Kaybern St North Plains, OR 97133",-123.003052,45.597048
Carmen Salgado Pineda,13820 SW Electric St Unit 10W,Beaverton,OR,97005,9713441140,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"13820 SW Electric St Unit 10W Beaverton, OR 97005",-122.8198877,45.49111689999999
Dawn til Dusk Childcare,1280 West St,Saint Helens,OR,97051-1332,5033977142,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1280 West St Saint Helens, OR 97051-1332",-122.8134626,45.8671435
YMCA - Fir Grove,6300 SW Wilson Ave,Beaverton,OR,97008-4424,5038492198,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,3,"6300 SW Wilson Ave Beaverton, OR 97008-4424",-122.817369,45.473788
Boys & Girls Clubs of Portland Metropolitan Area - Inukai Family Club,560 SE 3rd Ave,Hillsboro,OR,97123,5036404558,Center,Exempt Center,Recorded,200,Unknown,No,No,NA,"560 SE 3rd Ave Hillsboro, OR 97123",-122.9856848,45.51654449999999
,1325 SE Oak St Apt 5,Hillsboro,OR,97123,5039926220,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"1325 SE Oak St Apt 5 Hillsboro, OR 97123",-122.9688474,45.51899239999999
Amazing Minds Child Development Center,6130 SW 179th Ave,Aloha,OR,97007-3953,5036492350,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,4,"6130 SW 179th Ave Aloha, OR 97007-3953",-122.8604319,45.4756339
Club K After School Zone - Byrom,21800 SW 91st Ave,Tualatin,OR,97062,5036928200,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,2,"21800 SW 91st Ave Tualatin, OR 97062",-122.7713417,45.3620927
,199 S Heather St,Cornelius,OR,97113,5036809275,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,NA,"199 S Heather St Cornelius, OR 97113",-123.0691883,45.51373390000001
Safari Sam's,16260 SW Langer Dr,Sherwood,OR,97140,5039258000,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,NA,"16260 SW Langer Dr Sherwood, OR 97140",-122.8446462,45.3672171
The Goddard School Hillsboro,5530 NE Elam Young Pkwy,Hillsboro,OR,97124-6452,5036931888,Center,Regulated  Center (not HS),Certified,128,Yes,No,No,NA,"5530 NE Elam Young Pkwy Hillsboro, OR 97124-6452",-122.9263377,45.5288604
Amanda's Daycare,19373 SW Blanton St,Aloha,OR,97007,5035308693,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"19373 SW Blanton St Aloha, OR 97007",-122.8761627,45.4927585
Sherwood Health & Wellness B/A School Program,23000 SW Pacific Hwy,Sherwood,OR,97140,5039259602,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2,"23000 SW Pacific Hwy Sherwood, OR 97140",-122.8662866,45.3533728
,1965 SE Jean Ln,Hillsboro,OR,97123,5032728845,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1965 SE Jean Ln Hillsboro, OR 97123",-122.968239,45.505031
,5550 SW 192nd Ave,Aloha,OR,97007,5033303839,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"5550 SW 192nd Ave Aloha, OR 97007",-122.87479,45.4795892
,11333 NW Pumpkin Ct,Portland,OR,97229,5037403105,Family,Regulated Family Child Care Home,Register,2,Unknown,No,No,NA,"11333 NW Pumpkin Ct Portland, OR 97229",-122.7932397,45.5226361
Little Angel's Day Care,7836 SW 168th Ave,Beaverton,OR,97007-6579,5039190869,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"7836 SW 168th Ave Beaverton, OR 97007-6579",-122.85008,45.463322
Cornerstone Christian Preschool & Childcare,12555 SW 22nd St,Beaverton,OR,97008,5039339563,Center,Regulated  Center (not HS),Certified,57,Unknown,No,No,NA,"12555 SW 22nd St Beaverton, OR 97008",-122.8066465,45.4728651
Helping Hands Home Childcare,22570 SW 93rd Ter,Tualatin,OR,97062,5033199018,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"22570 SW 93rd Ter Tualatin, OR 97062",-122.7723976,45.3566419
Nature's Corner Two,11690 SW 134th Ter,Tigard,OR,97223,5038100968,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"11690 SW 134th Ter Tigard, OR 97223",-122.8140771,45.4363134
Warner's Day Care,6060 SW 203rd Ave,Aloha,OR,97078-4211,5036423745,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"6060 SW 203rd Ave Aloha, OR 97078-4211",-122.8867695,45.4755943
Bethlehem Lutheran Preschool,18865 SW Johnson St,Aloha,OR,97003-3164,5036493380,Center,Exempt Center,Recorded,48,Unknown,No,No,NA,"18865 SW Johnson St Aloha, OR 97003-3164",-122.87124,45.5008689
,2525 12th Ave,Forest Grove,OR,97116,5033577497,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2525 12th Ave Forest Grove, OR 97116",-123.1022105,45.5109321
Elizabeth's Daycare,937 NE 5th Avenue Dr,Hillsboro,OR,97124,5033143953,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"937 NE 5th Avenue Dr Hillsboro, OR 97124",-122.9830981,45.529113
"Child and Family Development Programs, CAT - Vernonia Head Start Center",500 California Ave,Vernonia,OR,97064,5034299243,Center,Head Start/Early HS,Certified,18,Unknown,Yes,No,5,"500 California Ave Vernonia, OR 97064",-123.1848983,45.857419
Flowers of My Heart Child Care,761 NE 4th Ave,Hillsboro,OR,97124,5036810724,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,2,"761 NE 4th Ave Hillsboro, OR 97124",-122.9847209,45.5298741
Gotitas del Saber,1802 S Alpine St,Cornelius,OR,97113-7301,9717326983,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1802 S Alpine St Cornelius, OR 97113-7301",-123.0495486,45.5186822
,2706 Knox Ridge Ter,Forest Grove,OR,97116,5033572598,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2706 Knox Ridge Ter Forest Grove, OR 97116",-123.1326636,45.52796480000001
Together We Grow,11725 SW Fonner St,Tigard,OR,97223,5035796889,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"11725 SW Fonner St Tigard, OR 97223",-122.7974602,45.4260671
Lisa's Little Ones Early Care & Education,12150 SW Alberta St,Tigard,OR,97223,5032601146,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"12150 SW Alberta St Tigard, OR 97223",-122.8004062,45.4261237
Davis Daycare / Teresa Davis,33248 SW Julie Ct,Scappoose,OR,97056,5035435933,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"33248 SW Julie Ct Scappoose, OR 97056",-122.883059,45.7525903
,11470 SW Kalispell St,Tualatin,OR,97062,5037306012,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"11470 SW Kalispell St Tualatin, OR 97062",-122.7948231,45.3911772
,20935 SW Sandra Ln,Beaverton,OR,97003-1835,5033560312,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"20935 SW Sandra Ln Beaverton, OR 97003-1835",-122.8928139,45.5020836
Pooh's Corner Daycare,17313 SW Chris St,Aloha,OR,97078-1797,5036422881,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"17313 SW Chris St Aloha, OR 97078-1797",-122.8549789,45.4830274
Caryon's Day Care,18340 SW Broad Oak Blvd,Aloha,OR,97007,5036491015,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"18340 SW Broad Oak Blvd Aloha, OR 97007",-122.8655554,45.4723347
Happy Hearts Preschool,511 SW 211th Ave,Aloha,OR,97006-6420,5036909867,Center,Exempt Center,Recorded,20,Unknown,No,No,NA,"511 SW 211th Ave Aloha, OR 97006-6420",-122.8941004,45.5158504
,3839 Pacific Ave Apt 19,Forest Grove,OR,97116,5035477441,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"3839 Pacific Ave Apt 19 Forest Grove, OR 97116",-123.0796004,45.5218573
Katerpillar Kids Preschool & Daycare,2701 Magnolia Way,Forest Grove,OR,97116-1274,5034378343,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"2701 Magnolia Way Forest Grove, OR 97116-1274",-123.1266108,45.5283725
Raleigh Park After School Care Association,3670 SW 78th Ave,Portland,OR,97225,5032976734,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,NA,"3670 SW 78th Ave Portland, OR 97225",-122.7559763,45.4932879
Montessori Cares,1065 NE 25th Ave,Hillsboro,OR,97124-5927,5034305177,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2,"1065 NE 25th Ave Hillsboro, OR 97124-5927",-122.9584905,45.5326749
,21155 SW Sandra Ln,Aloha,OR,97006,5035915077,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"21155 SW Sandra Ln Aloha, OR 97006",-122.8950774,45.5019895
Partridge House,11145 SW Partridge Loop,Beaverton,OR,97007,5035798702,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"11145 SW Partridge Loop Beaverton, OR 97007",-122.8394427,45.4401245
All Stars Daycare,16184 SW Bridle Hills Dr,Beaverton,OR,97007,5036493208,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,NA,"16184 SW Bridle Hills Dr Beaverton, OR 97007",-122.8443576,45.4631895
,13795 SW Electric St Apt 17,Beaverton,OR,97005-2469,5039298519,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"13795 SW Electric St Apt 17 Beaverton, OR 97005-2469",-122.8187147,45.49142759999999
Creative Kids Preschool & Childcare,4075 SW 195th Ave,Beaverton,OR,97078-1400,5035163115,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"4075 SW 195th Ave Beaverton, OR 97078-1400",-122.8789192,45.490361300000004
Happy Time Day Care,18625 SW Alexander St,Aloha,OR,97006-3126,5034885912,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,NA,"18625 SW Alexander St Aloha, OR 97006-3126",-122.8688076,45.4955461
Pasitos Spanish School,13280 SW Havencrest St,Beaverton,OR,97005,5038530551,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,3,"13280 SW Havencrest St Beaverton, OR 97005",-122.8133868,45.507877
Mayflower Montessori PreSchool and Child Care Center,17650 SW Alexander St,Aloha,OR,97003-4411,5035919660,Center,Regulated  Center (not HS),Certified,74,Yes,No,No,NA,"17650 SW Alexander St Aloha, OR 97003-4411",-122.8586975,45.493999
Knowledge Beginnings - Tigard 0602,10751 SW 130th Ave,Tigard,OR,97223,5035907977,Center,Regulated  Center (not HS),Certified,189,Yes,No,No,2,"10751 SW 130th Ave Tigard, OR 97223",-122.811102,45.4421797
Bethany Childcare - Bethany,3305 NW 174th Ave,Beaverton,OR,97006,5036907967,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,NA,"3305 NW 174th Ave Beaverton, OR 97006",-122.8580159,45.5428655
YMCA - Brookwood Elementary,3960 SE Cedar St,Hillsboro,OR,97123,5038497542,Center,Regulated  Center (not HS),Certified,15,Unknown,No,No,2,"3960 SE Cedar St Hillsboro, OR 97123",-122.9421237,45.5151837
Child Care el Arca,6993 SW 204th Ave,Beaverton,OR,97078-4290,5039264713,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"6993 SW 204th Ave Beaverton, OR 97078-4290",-122.8878161,45.4692529
Molly's DayCare,17895 SW Blanton St,Aloha,OR,97078,5032599004,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"17895 SW Blanton St Aloha, OR 97078",-122.8614009,45.4916866
Funny Farm Early Learning Center Inc,7475 SW Oleson Rd Ste 11,Portland,OR,97223,5032453107,Center,Regulated  Center (not HS),Certified,20,Unknown,No,No,NA,"7475 SW Oleson Rd Ste 11 Portland, OR 97223",-122.7533285,45.4661943
Matatena Montessori,1526 NE 52ND CT,Hillsboro,OR,97124,5038408028,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,4,"1526 NE 52ND CT Hillsboro, OR 97124",-122.9295658,45.53627849999999
Pilgrim Lutheran Child Care Center,5650 SW Hall Blvd,Beaverton,OR,97005,5036448697,Center,Regulated  Center (not HS),Certified,69,Unknown,No,No,2,"5650 SW Hall Blvd Beaverton, OR 97005",-122.8050624,45.479129
Kindercare - West Union 1659,18275 NW West Union Rd &18335 NW West Union Rd Ste C,Portland,OR,97229,5035314046,Center,Regulated  Center (not HS),Certified,176,Yes,No,No,NA,"18275 NW West Union Rd &18335 NW West Union Rd Ste C Portland, OR 97229",-122.8646228,45.5589472
Aloha Family Daycare,19823 SW Yocom Lane,Beaverton,OR,,5038587375,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"19823 SW Yocom Lane Beaverton, OR ",-122.8809675,45.4678075
Kids of the Kingdom Christian Preschool,17625 NW Cornell Rd,Beaverton,OR,97006,5036450236,Center,Exempt Center,Recorded,30,Unknown,No,No,NA,"17625 NW Cornell Rd Beaverton, OR 97006",-122.8566775,45.5358186
The Goddard School - A Building,4086 NW Saltzman Rd,Portland,OR,97229,5036179040,Center,Regulated  Center (not HS),Certified,106,Unknown,No,No,NA,"4086 NW Saltzman Rd Portland, OR 97229",-122.8095918,45.5491963
,18120 NW Sedgewick Ct,Beaverton,OR,97006,5036179028,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"18120 NW Sedgewick Ct Beaverton, OR 97006",-122.8634526,45.5273124
Kami's Kids Daycare,3225 SW 178th Ave,Aloha,OR,97003-4418,5033175480,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"3225 SW 178th Ave Aloha, OR 97003-4418",-122.8609443,45.4965639
St Matthew Catholic School-Viking Club,221 SE Walnut St,Hillsboro,OR,97123,5036482512,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,NA,"221 SE Walnut St Hillsboro, OR 97123",-122.9872526,45.5178069
Crescent Islamic Montessori School,16830 SW Blanton St,Beaverton,OR,97007,5036494596,Center,Regulated  Center (not HS),Certified,35,Unknown,No,No,NA,"16830 SW Blanton St Beaverton, OR 97007",-122.8501519,45.49013679999999
Common Ground Extended Care LLC at Findley Elementary,4155 NW Saltzman Rd,Portland,OR,97229,5038606659,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,NA,"4155 NW Saltzman Rd Portland, OR 97229",-122.812033,45.549864
Grace Christian Children's Center,51737 Columbia River Hwy,Scappoose,OR,97056,5035432734,Center,Regulated  Center (not HS),Certified,79,Yes,No,No,2,"51737 Columbia River Hwy Scappoose, OR 97056",-122.8778286,45.74586310000001
Meaghan's Day Care,3150 NW 178th Ave,Portland,OR,97229,5034669354,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"3150 NW 178th Ave Portland, OR 97229",-122.8598585,45.5423871
Snoopeeland Child Development Center,174 Sunset Blvd,Saint Helens,OR,97051,5033970566,Center,Regulated  Center (not HS),Certified,116,Yes,No,No,3,"174 Sunset Blvd Saint Helens, OR 97051",-122.8238957,45.8599854
,8720 SW Lava Ct,Beaverton,OR,97007,5035797603,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"8720 SW Lava Ct Beaverton, OR 97007",-122.833013,45.4568236
Kidzone,12615 SW Trigger Dr,Beaverton,OR,97008,5035241991,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,NA,"12615 SW Trigger Dr Beaverton, OR 97008",-122.8066589,45.4524421
Sweet Daycare,615 NE Birchwood Pl,Hillsboro,OR,97124,5033892231,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"615 NE Birchwood Pl Hillsboro, OR 97124",-122.9736472,45.52753389999999
The Doctors Luce Daycare,16280 NW Bethany Ct,Beaverton,OR,97006,5037135330,Center,Regulated  Center (not HS),Certified,118,Unknown,No,No,5,"16280 NW Bethany Ct Beaverton, OR 97006",-122.8446632,45.5285012
Jan's Day Care,9232 SW Martha St,Tigard,OR,97224,5036395007,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"9232 SW Martha St Tigard, OR 97224",-122.7719223,45.4026118
ABC Foundations,1000 SW Baseline Street,Hillsboro,OR,,5033572838,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1000 SW Baseline Street Hillsboro, OR ",-123.0010373,45.5194907
Kids Campus,12975 SW Grant Ave,Tigard,OR,97223,5036394990,Center,Regulated  Center (not HS),Certified,52,Unknown,No,No,NA,"12975 SW Grant Ave Tigard, OR 97223",-122.7830728,45.4261858
,9301 SW Sagert St Apt 218,Tualatin,OR,97062-7034,9712174480,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,2,"9301 SW Sagert St Apt 218 Tualatin, OR 97062-7034",-122.7727479,45.3756908
ISMET Preschool,10330 SW Scholls Ferry Rd,Tigard,OR,97223-4244,5035796621,Center,Regulated  Center (not HS),Certified,18,Unknown,No,No,NA,"10330 SW Scholls Ferry Rd Tigard, OR 97223-4244",-122.7948209,45.4448695
Crossridge Montessori Preschool and Kindergarten,23550 SW Pine St,Sherwood,OR,97140-7137,5036257758,Center,Regulated  Center (not HS),Certified,20,Unknown,No,No,NA,"23550 SW Pine St Sherwood, OR 97140-7137",-122.8355548,45.3491586
Cheryl's Playful Bears,20199 SW Pate Ct,Beaverton,OR,97006,5033525896,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"20199 SW Pate Ct Beaverton, OR 97006",-122.8851487,45.5014141
My Many Munchkins,58975 Greenbrier Loop,Saint Helens,OR,97051,6206548205,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"58975 Greenbrier Loop Saint Helens, OR 97051",-122.838487,45.85099100000001
Arcoiris,5155 SW Hall Blvd,Beaverton,OR,97005,5036050788,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"5155 SW Hall Blvd Beaverton, OR 97005",-122.8052898,45.4825287
Maria's Day Care Family,4385 SW 160th Ave,Beaverton,OR,97007,5032598697,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"4385 SW 160th Ave Beaverton, OR 97007",-122.8422957,45.4882109
Aunty B's Childcare,5847 SE Sunnybrook Dr,Hillsboro,OR,97123,5036863602,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"5847 SE Sunnybrook Dr Hillsboro, OR 97123",-122.923054,45.515528
"Whole Babies Preschool & Childcare, LLC",9531 SW Siletz Dr,Tualatin,OR,97062-8522,4086213303,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"9531 SW Siletz Dr Tualatin, OR 97062-8522",-122.7751353,45.3686914
Fe's Day Care,21318 SW Augusta St,Aloha,OR,97006,5033209964,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"21318 SW Augusta St Aloha, OR 97006",-122.8962527,45.503173
Club K After School Zone - Bridgeport,5505 SW Borland Rd,Tualatin,OR,97062,5036439059,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2,"5505 SW Borland Rd Tualatin, OR 97062",-122.732571,45.377918
"Child and Family Development Programs, CAT - St Helens Head Start Center",2750 Columbia Blvd,Saint Helens,OR,97051,5033974114,Center,Head Start/Early HS,Certified,40,Unknown,Yes,No,5,"2750 Columbia Blvd Saint Helens, OR 97051",-122.8366824,45.8561109
Walkee Talkee Daycare,774 SW Sosa Pl,Beaverton,OR,97006,5037375133,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"774 SW Sosa Pl Beaverton, OR 97006",-122.8948171,45.5140077
Ana Laura Gaona Torres,5390 SW 180th Ave Apt 69,Aloha,OR,97078-8807,5034319609,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,NA,"5390 SW 180th Ave Apt 69 Aloha, OR 97078-8807",-122.8619559,45.4811455
Durham Education Center,8040 SW Durham Rd,Tigard,OR,97224,5034314596,Center,Regulated  Center (not HS),Certified,16,Unknown,No,No,3,"8040 SW Durham Rd Tigard, OR 97224",-122.7600039,45.4041206
Lisa's Wiggle Worms,15955 SW Division St,Beaverton,OR,97007-2641,5036423343,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"15955 SW Division St Beaverton, OR 97007-2641",-122.8414156,45.4812792
Shirley Chu Family Child Care,2378 NE 9th Ave,Hillsboro,OR,97124,5036400435,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2378 NE 9th Ave Hillsboro, OR 97124",-122.9751505,45.5416106
St. Andrew Learning Center,12405 SW Butner Rd,Beaverton,OR,97005-0864,5036460629,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,3,"12405 SW Butner Rd Beaverton, OR 97005-0864",-122.8045079,45.5136775
YMCA - Metzger Elementary School,10350 SW Lincoln St,Tigard,OR,97223,5038497673,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,2,"10350 SW Lincoln St Tigard, OR 97223",-122.7708099,45.445704
Little Fruit Farm Montessori,16445 SW Melinda St,Beaverton,OR,97007,5035218603,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"16445 SW Melinda St Beaverton, OR 97007",-122.8460328,45.4671285
Natural Beginnings LLC,29099 Scappoose Vernonia Hwy,Scappoose,OR,97056-2117,5035433383,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"29099 Scappoose Vernonia Hwy Scappoose, OR 97056-2117",-122.9691061,45.82584
Crescere Kids Early Childhood Center,2235 SW Roxbury Ave,Portland,OR,97225,5036436656,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"2235 SW Roxbury Ave Portland, OR 97225",-122.7874604,45.5039759
Rising Star Chinese School,3909 NW 185th Ave,Portland,OR,97229-3030,9712250698,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"3909 NW 185th Ave Portland, OR 97229-3030",-122.8682274,45.5480636
Oregon Episcopal School Preschool and Extended Care,6300 SW Nicol Rd,Portland,OR,97223,5034169249,Center,Regulated  Center (not HS),Certified,150,Unknown,No,No,NA,"6300 SW Nicol Rd Portland, OR 97223",-122.7572274,45.4750387
,14100 SW Butner Rd,Beaverton,OR,97006-5944,9719989204,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"14100 SW Butner Rd Beaverton, OR 97006-5944",-122.8221102,45.51167640000001
Children's Park,10540 SW Hall Blvd,Tigard,OR,97223,5032459200,Center,Regulated  Center (not HS),Certified,65,Yes,No,No,NA,"10540 SW Hall Blvd Tigard, OR 97223",-122.7650247,45.44392
Pami's 'Little Apples' Preschool/Childcare,11825 SW 13th St,Beaverton,OR,97005,5032700519,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"11825 SW 13th St Beaverton, OR 97005",-122.7986604,45.4780478
,819 SW Valley Forge Way,Beaverton,OR,97006-3603,5039333263,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"819 SW Valley Forge Way Beaverton, OR 97006-3603",-122.8592437,45.5148132
Loli's Childcare,3212 SE Rosespring Dr,Hillsboro,OR,97123,5036817648,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,3,"3212 SE Rosespring Dr Hillsboro, OR 97123",-122.949256,45.5072945
Mary Jude Montessori - Children's House LLC,33741 SE Santosh St,Scappoose,OR,97056,5035432468,Center,Exempt Center,Recorded,6,Unknown,No,No,NA,"33741 SE Santosh St Scappoose, OR 97056",-122.8730627,45.7540001
Little Einsteins Spanish School,1111 SW 170th Ave,Beaverton,OR,97003-4220,5039981422,Center,Regulated  Center (not HS),Certified,32,Yes,No,No,NA,"1111 SW 170th Ave Beaverton, OR 97003-4220",-122.8534343,45.5115972
Twin Oaks Child Development Center,1889 NW 169th Pl,Beaverton,OR,97006,5036459151,Center,Regulated  Center (not HS),Certified,48,Yes,No,No,NA,"1889 NW 169th Pl Beaverton, OR 97006",-122.853227,45.5338253
